Expected,Wowa,Average
0,0.66426226766606,0.16292811557609
0,0.69423924195837,0.16662562616945
0,0.30981001256541,0.13042354097462
0,0.510284360434,0.13282610285603
0,0.48925493024518,0.12862021681827
0,0.63905251630161,0.15638193183175
0,0.51871085977281,0.16113632818593
0,0.44489189824599,0.11956661494331
0,0.81685359750772,0.19771415384498
0,0.32054982117986,0.091193297569306
0,0.31711799453118,0.094748900111056
0,0.44724998987068,0.15992670436634
0,0.2334393871972,0.074812877439439
0,0.48708672735413,0.12984977790326
0,0.6899745935531,0.17010194212199
0,0.56340317840234,0.15236459513187
0,0.57531478848101,0.15707249854295
0,0.58374581422685,0.15438113871264
0,0.58102119806616,0.15649727990627
0,0.57720927847709,0.15414472145711
0,0.57483938485088,0.15397886598116
0,0.59298797920839,0.16569904511704
0,0.59027070702658,0.16329223664341
0,0.817459299518,0.19676778795565
0,0.25095027817047,0.086891165469532
0,0.24917285795081,0.0865356814256
0,0.43710756324526,0.11765407078859
0,0.31041431446582,0.088456489266789
0,0.43448287783602,0.10153072190867
0,0.36611271869718,0.095444765961657
0,0.2494402171918,0.074449446947131
0,0.18486726021792,0.063802720336267
0,0.25768839266208,0.077178704173442
0,0.29731997417261,0.086430286969353
0,0.29520044869919,0.084040089739838
0,0.54914894197457,0.1595092755744
0,0.63266306491986,0.14875483520619
0,0.29685730883918,0.095085747482122
0,0.27207078374594,0.074086287896729
0,0.5742811672791,0.1502992714305
0,0.42688168791229,0.11333332682977
0,0.44868365801673,0.11890339827001
0,0.1925,0.068
0,0.58445825600631,0.142978607723
0,0.32404079380928,0.094281842972383
0,0.23238826652875,0.070206466865072
0,0.22919151030048,0.076273084668792
0,0.2423113567796,0.07346227135592
0,0.37069701237533,0.11824196657763
0,0.22560078149207,0.073986135679858
0,0.39005965903402,0.11088864413557
0,0.47273598465602,0.1503252088736
0,0.34793018208136,0.1312270620573
0,0.43766735652662,0.11570248538983
0,0.34366796161437,0.092646635801134
0,0.32947909633367,0.090614920390329
0,0.3561172649825,0.090091377524801
0,0.36044643418509,0.093517858265589
0,0.40950706966607,0.10377641393321
0,0.44284283705598,0.11584129468392
0,0.59052725680545,0.16477211802776
0,0.41910677396789,0.17970150460631
0,0.55251221653775,0.17110850391361
0,0.54093535722366,0.22923970302368
0,0.14942528735632,0.059165953762897
0,0.37253868591719,0.10561884829455
0,0.37910371048787,0.10293938616537
0,0.29573112110588,0.088035113110064
0,0.27296636422586,0.083164701416601
0,0.46075547274431,0.12245412485189
0,0.17391304347826,0.067049420208598
0,0.31477168811683,0.14039023505926
0,0.48828090243972,0.17727598596982
0,0.34651637394324,0.099303274788648
0,0.13636363636364,0.042912819136859
0,0.13692497244784,0.046615763720337
0,0.16420457000353,0.062840914000706
0,0.28697331931963,0.083657290126553
0,0.23842134818925,0.074350936304518
0,0.14583333333333,0.029166666666667
0,0.12698412698413,0.045902434431092
0,0.14754098360656,0.046687559449615
0,0.19135306959856,0.094346422169433
0,0.38380686983972,0.10504420225077
0,0.14102564102564,0.028205128205128
0,0.16666666666667,0.033333333333333
0,0.49532574915512,0.1631103086523
0,0.33930583358383,0.098295949325461
0,0.41051500568423,0.10591252494637
0,0.3271208351281,0.096012402319738
0,0.33931739263821,0.093215591203698
0,0.34755894644655,0.098083217860738
0,0.36545053215678,0.097705491046741
0,0.39759113473529,0.10523251266134
0,0.39224208337148,0.10531408831609
0,0.34828004252719,0.09108457993401
0,0.34948249003653,0.099896498007306
0,0.19058816660381,0.063117633320762
0,0.17319663845739,0.065750438802589
0,0.31042600119934,0.088314708436589
0,0.29577732723739,0.094449583094536
0,0.19123931623932,0.07773503836583
0,0.18181818181818,0.040902632770865
0,0.23342850535827,0.11155766310098
0,0.25364921223355,0.10607566376409
0,0.16129032258065,0.032258064516129
0,0.12698412698413,0.025396825396825
0,0.15625,0.03125
0,0.094339622641509,0.018867924528302
0,0.092592592592593,0.018518518518519
0,0.15957446808511,0.031914893617021
0,0.18470592792574,0.06317069378187
0,0.14432989690722,0.047856205269733
0,0.14285714285714,0.047494316250568
0,0.14285714285714,0.038709498446121
0,0.26399022533743,0.083410289965445
0,0.22365382095755,0.07446049392124
0,0.12260410680231,0.047162330794423
0,0.21656545386029,0.074265471724439
0,0.66404607155848,0.16207750699462
0,0.74172326269902,0.17751131920647
0,0.38963383733722,0.10984166108446
0,0.092592592592593,0.018518518518519
0,0.14606741573034,0.045422280950394
0,0.14130434782609,0.028260869565217
0,0.10810810810811,0.040584390174053
0,0.33317641400611,0.09491811108405
0,0.36645586869628,0.10129117373926
0,0.13636363636364,0.027272727272727
0,0.20057827341203,0.07034821282194
0,0.27798409170098,0.073140677989318
0,0.15384615384615,0.030769230769231
0,0.3716005213207,0.10667304544061
0,0.13513513513514,0.054026341073134
0,0.10810810810811,0.021621621621622
0,0.16216216216216,0.041716464256242
0,0.14736842105263,0.034800349823608
0,0.36645586869628,0.10129117373926
0,0.56459654969743,0.14322234024252
0,0.13698630136986,0.027397260273973
0,0.61622083030419,0.21781780947169
0,0.40580571626754,0.10655796865033
0,0.14666666666667,0.054704370818221
0,0.12676056338028,0.030545662882392
0,0.57840123841563,0.17440646769967
0,0.14130434782609,0.028260869565217
0,0.10810810810811,0.021621621621622
0,0.19422291273257,0.06787684061103
0,0.12727272727273,0.032375172904552
0,0.38213509157081,0.10056494934864
0,0.35613691290643,0.099184371828597
0,0.17038826267305,0.063489417240491
0,0.37061753818624,0.10907189258563
0,0.73602610690639,0.17758496821672
0,0.18239709851552,0.090632145559955
0,0.53344007063447,0.12268801412689
0,0.5787989786013,0.14147408143454
0,0.31476449275362,0.13283749621255
0,0.49606260365816,0.13658757505584
0,0.41939136889182,0.18149732139741
0,0.44115461815295,0.14352455473067
0,0.30890804597701,0.12144091830037
