Wowa,Expected
0.012801391201249,0
0.013421981539843,0
0.015490686110307,0
0.014867425705672,0
0.014867425705672,0
0.013805466726695,0
0.014409725548662,0
0.014779970260344,0
0.016594449903806,0
0.013086432001347,0
0.015136114122039,0
0.014545456863218,0
0.013589756309091,0
0.015671070338411,0
0.013782927413642,0
0.012828282309806,0
0.013951983089886,0
0.011836781621501,0
0.013122584895065,0
0.012931195708128,0
0.013080078192436,0
0.015258410386537,0
0.014358053860883,0
0.013193793271087,0
0.011963964588909,0
0.011963964588909,0
0.014608110141038,0
0.012743507747719,0
0.007071092713673,0
0.010737585231874,0
0.011867857361545,0
0.012963669975068,0
0.012389521421393,0
0.013029878708342,0
0.012079783385858,0
0.014773187858912,0
0.010737585231874,0
0.017256833408369,0
0.00950540332002,0
0.017125768850837,0
0.013508574969132,0
0.014093080616835,0
0.12383128205818,0
0.012604991359157,0
0.014241428833854,0
0.011465557112001,0
0.014705823252349,0
0.012079783385858,0
0.014963313791958,0
0.01394779112594,0
0.015885742534828,0
0.015412064709522,0
0.018245022128233,0
0.013611023533362,0
0.01155457541256,0
0.011944055482647,0
0.009116817649705,0
0.010354100045022,0
0.010569810462626,0
0.013177945511846,0
0.015048327197218,0
0.12953050488791,0
0.12053982727378,0
0.094038828467557,0
0.014440200829072,0
0.015032619324624,0
0.013103493842287,0
0.013958860801436,0
0.013805466726695,0
0.014642161679828,0
0.016806655145542,0
0.015490992843667,0
0.016618571614689,0
0.01449574006303,0
0.013177945511846,0
0.009292141066045,0
0.01449574006303,0
0.012689873455851,0
0.012885102278249,0
0.014093080616835,0
0.012271525979285,0
0.01425810498003,0
0.015555957304946,0
0.01366601756784,0
0.013628473563533,0
0.016106377847811,0
0.01387234974243,0
0.014705823252349,0
0.011504555605579,0
0.014779970260344,0
0.012249921180025,0
0.013805466726695,0
0.011893940564538,0
0.012424920054026,0
0.012981259757937,0
0.010354100045022,0
0.01449574006303,0
0.012079783385858,0
0.015032619324624,0
0.01267387109336,0
0.017053811838859,0
0.014343369074636,0
0.017570594015794,0
0.01568710465688,0
0.014931355136319,0
0.015586817272075,0
0.012271525979285,0
0.015099729232323,0
0.009116817649705,0
0.008947987693229,0
0.015421000067053,0
0.01267387109336,0
0.01394779112594,0
0.013805466726695,0
0.013805466726695,0
0.014791571492888,0
0.01436514781021,0
0.010940181179645,0
0.014955922287253,0
0.014142185427346,0
0.014093080616835,0
0.015421000067053,0
0.008947987693229,0
0.014115701934037,0
0.013655407305753,0
0.010447380225607,0
0.01366601756784,0
0.013529357392161,0
0.013177945511846,0
0.014608110141038,0
0.008477040972532,0
0.014867425705672,0
0.015632660852287,0
0.013059225282009,0
0.010447380225607,0
0.015671070338411,0
0.014241428833854,0
0.013529357392161,0
0.014642161679828,0
0.013238118779023,0
0.014410996301153,0
0.012271525979285,0
0.014173612506074,0
0.012249921180025,0
0.014435591442463,0
0.013655407305753,0
0.010447380225607,0
0.014028135544868,0
0.012299415811056,0
0.011663239131174,0
0.013508574969132,0
0.014211509865716,0
0.012847971215405,0
0.014679230443575,0
0.016305872372244,0
0.007731061366949,0
0.012424920054026,0
0.019083388457268,0
0.013443547463326,0
0.015983376210035,0
0.013325198409163,0
0.014245378856205,0
0.010992625447653,0
0.080017373779109,0
0.016106377847811,0
0.013529357392161,0
0.01267387109336,0
0.015421000067053,0
0.015983376210035,0
0.01425810498003,0
0.01295152033123,0
0.013589756309091,0
0.010447380225607,0
0.014995593168652,0
0.014754061008545,0
0.014679230443575,0
0.015061389808918,0
0.014440200829072,0
0.013177945511846,0
0.010504159465964,0
0.011237007800799,0
0.013508574969132,0
0.013611023533362,0
0.017717015632592,0
0.012049567565269,0
0.010447380225607,0
0.010447380225607,0
0.009911617137115,0
0.016575268714455,0
0.014229608889809,0
0.016354763489125,0
0.016306880210427,0
0.016137040610221,0
0.009663826708687,0
0.014093080616835,0
0.013686659260637,0
0.010909864083665,0
0.01475296553226,0
0.017910647636833,0
0.014392933395916,0
0.012562974721293,0
0.014867425705672,0
0.013529357392161,0
0.01394779112594,0
0.01366601756784,0
0.011663239131174,0
0.014241428833854,0
0.015647626418245,0
0.015973587201241,0
0.014147823374934,0
0.015490686110307,0
0.016175919554846,0
0.009930179796007,0
0.013571067571215,0
0.014821595859972,0
0.015933576447739,0
0.015795363296866,0
0.14356038636434,0
0.11882040595155,0
0.015490686110307,0
0.009744021696816,0
0.069933889101898,0
0.016782431091003,0
0.014344289274716,0
0.01577818360976,0
0.019485983898214,0
0.014344289274716,0
0.015491650129439,0
0.15072183847855,0
0.068910166270313,0
0.015432303878333,0
0.14208940747714,0
0.012049567565269,0
0.01496785495663,0
0.0163731590788,0
0.01368766709882,0
0.015687718123601,0
0.012683635406037,0
0.016065330556801,0
0.011475887137907,0
0.017420045782859,0
0.01521990676911,0
0.013700488852783,0
0.014546289425195,0
0.013412989879648,0
0.011917179774339,0
0.017767866018648,0
0.068017687976875,0
0.067365461185163,0
0.015352106241702,0
0.018777274395237,0
0.017750516812175,0
0.013412989879648,0
0.01336486672478,0
0.011538897562611,0
0.11980255031067,0
0.018777274395237,0
0.12491834425464,0
0.015462122733899,0
0.01252718277052,0
0.11953918857481,0
0.013971797651113,0
0.01436514781021,0
0.013655407305753,0
0.01336486672478,0
0.016911696740202,0
0.013484409360958,0
0.014764179693827,0
0.013508574969132,0
0.010066486154882,0
0.012393775821686,0
0.015716133774928,0
0.014867425705672,0
0.015716133774928,0
0.013529357392161,0
0.013421981539843,0
0.014440200829072,0
0.01449574006303,0
0.015099729232323,0
0.015462122733899,0
0.01394779112594,0
0.013543583943734,0
0.014754061008545,0
0.015300423320318,0
0.015550985508232,0
0.015459283169079,0
0.013655407305753,0
0.015352106241702,0
0.013123715283402,0
0.012819361960503,0
0.018776485652312,0
0.013103493842287,0
0.015490729929359,0
0.016861458496813,0
0.014028135544868,0
0.01661830870038,0
0.01290912418718,0
0.016200270367717,0
0.016523529974816,0
0.010504159465964,0
0.015352062422651,0
0.017749596612095,0
0.009663826708687,0
0.011893940564538,0
0.012689873455851,0
0.016400564991354,0
0.014316780309166,0
0.015147441873022,0
0.014056475212635,0
0.12056235056905,0
0.013177945511846,0
0.014142185427346,0
0.014142185427346,0
0.068558135098977,0
0.0166575168044,0
0.011713729343863,0
0.013177945511846,0
0.014867425705672,0
0.012079783385858,0
0.11997160413355,0
0.012232692036312,0
0.016189952577007,0
0.013655407305753,0
0.016594449903806,0
0.013484409360958,0
0.015586817272075,0
0.014972125886698,0
0.017464747063892,0
0.008053188923906,0
0.012604991359157,0
0.014627898368017,0
0.012299415811056,0
0.014754061008545,0
0.014705823252349,0
0.01108963720669,0
0.068264775789531,0
0.017404971360191,0
0.010542356409476,0
0.15679961080423,0
0.013987117604678,0
0.01449574006303,0
0.014561930656925,0
0.014791571492888,0
0.015556220668967,0
0.013805466726695,0
0.11840560186412,0
0.013805466726695,0
0.015099729232323,0
0.013421981539843,0
0.013115071790715,0
0.015005820494588,0
0.011332679068692,0
0.013177945511846,0
0.01436514781021,0
0.009827620381715,0
0.013971797651113,0
0.016837763259449,0
0.014410996301153,0
0.014754061008545,0
0.014344289274716,0
0.017212603773421,0
0.014754061008545,0
0.015491650129439,0
0.016106377847811,0
0.015586817272075,0
0.012122290088488,0
0.017733649425093,0
0.013770608847354,0
0.01652427489869,0
0.014753316084671,0
0.009827620381715,0
0.01449574006303,0
0.013805466726695,0
0.011274464493468,0
0.015491650129439,0
0.015421000067053,0
0.014769681787718,0
0.007629336875279,0
0.013253493701041,0
0.010447380225607,0
0.013455961239944,0
0.007579471928382,0
0.009997062112435,0
0.11516577803243,0
0.011867857361545,0
0.012604991359157,0
0.014608110141038,0
0.012885102278249,0
0.01530016040601,0
0.013103493842287,0
0.018993078944715,0
0.1182264430449,0
0.014741430572573,0
0.011264970354183,0
0.013805466726695,0
0.015731810921118,0
0.015671070338411,0
0.013008997492463,0
0.010538740203394,0
0.015381621154377,0
0.015270310065311,0
0.01108963720669,0
0.014752921713208,0
0.014276107637833,0
0.013655407305753,0
0.013529357392161,0
0.015060509156395,0
0.014705201431249,0
0.013628473563533,0
0.013029878708342,0
0.014616161258871,0
0.069150512432294,0
0.012910088206312,0
0.012655011166137,0
0.079764590622318,0
0.010066486154882,0
0.013902514628718,0
0.015491255757976,0
0.014018283674552,0
